,Name,Price/KSH,Rating,Review
1225,Generic 120 Pcs Stainless J Steel E-Clip Assortment Kit 1.5 2 3 4 5,"KSh 1,939",,
1226,Generic Espresso Moka Coffee J Maker Pot Percolator Stainless Steel,"KSh 2,949",,
1227,Generic Creative Stainless Steel J Tea Filter Tea Strainer Stick Tea,"KSh 1,679",,
1228,Generic 900ml Stainless Steel J Vacuum Flask Hot Water Bottle Thermo,"KSh 2,349",,
1229,Generic Brother Open Toe J Walking Foot Even Feed Foot 7mm SA188 F06,"KSh 2,499",,
1230,Generic Strong Garden Bag J Waste Refuse Rubbish Grass Sack Reusable,"KSh 1,749",,
1231,Generic CKB Ltd? Funny J Door Mat Outdoor Indoor Front Coir Doormat,"KSh 1,899",,
1232,Generic 3Pc/Set Abstract Splicing J Buddha Canvas Wall Art Painted H,"KSh 1,669",,
1233,Generic Edison Vintage Ceiling J Metal Chandelier Industrial Pendant,"KSh 8,329",,
1234,Fashion Throw Pillow,"KSh 1,200",,
1235,Generic 3pcs Nonstick Baking Tins,"KSh 1,800",,
1236,Fashion Throw Pillow,"KSh 1,200",,
1237,Generic For PIXEL 6  PROShockproof,KSh 899,,
1238,Generic 20x 3D Brick J Pattern Wallpaper Modern Wall Background TV B,"KSh 1,789",,
1239,Generic Aluminum Foilc Lunch J Picnic Bag Waterproof Oxford Cloth Po,"KSh 2,039",,
1240,THE INKEY LIST Fulvic Acid Brightening Cleanser-Gentle Exfoliation,"KSh 4,870",,
1241,"Dr. Organic Tea Tree Skin Lotion - Protects, Soothes, Revitalizes","KSh 1,995",,
1242,Mavazi Afrique For The Love Of Africa Hoodie - Ash Grey,"KSh 2,999",,
1243,Cerave PM FACIAL MOISTURISING LOTION,"KSh 3,800",,
1244,Paula's Choice Leave-on Exfoliant(118ML,"KSh 7,800",,
1245,Fashion KSell Fidget Network Management Using Glass Decompression,KSh 823,,
1246,"Generic Stainless Steel Coffee, Juice & Soup Strainer 16cm","KSh 1,599",,
1247,"Generic Stainless Steel Coffee, Juice & Soup Strainer 20cm","KSh 2,099",,
1248,Dessini 10 Piece  Anti-Scratch Non-Stick Cookware Set,"KSh 6,499",,
1249,Fashion 2 Stand Mosquito Net With Rails,"KSh 4,688",,
1250,Generic Winter Warm Hat With Detachable Mask Full Face Outdoor,"KSh 1,125",,
1251,Generic Fish Tackle Stainless Steel Fishing Gripper Fishing Pliers,"KSh 2,876",,
1252,Generic SOLAR FLAME LIGHT.,"KSh 3,300",,
1253,Neutrogena Oil Balancing Daily Exfoliator,"KSh 1,800",,
1254,Generic Soothing gel Herbal ,KSh 650 - KSh 890,,
1255,MK Men Extra Sexual Sensation Gel,"KSh 1,299",,
1256,Generic Solar Lights With Motion,"KSh 3,500",,
1257,Generic Remote Control Heavy Duty Lorry,"KSh 5,000",,
1258,Generic Deluxe Double Pull H Elastic Lumbar/ Lower Waist Brace Belt,"KSh 2,699",,
1259,Generic Face With 2/8pcs H PM2.5 Filters Magic Scarf Summer Cycling,"KSh 1,469",,
1260,Generic 5 Tiers Electric H Food Dehydrator Hine Fruit Dryer F,"KSh 22,639",,
1261,Generic 4pcs Damaged Screw H Extractor Bolt Extractor Broken Screw R,"KSh 1,169",,
1262,Generic Foldable Pet Dog H Car Seat Front Rear Basket Sided Bag Saft,"KSh 5,609",,
1263,"Generic RHINOWALK Super Light H Bicycle Saddle Saddle, Bao Gong Road","KSh 1,349",,
1264,Generic Canvas Mountain Bike H Rear Pack Bicycle Rack Bag,"KSh 5,539",,
1265,Generic Waterproof Mountain Road H Saddle Pouch Cycling Seat Bags,"KSh 1,849",,
1266,Generic 6 In 1 H Multi-functional Ab Roller Wheel Trainer Wheel Arm,"KSh 9,199",,
1267,Generic Bike/Bicycle/Cycle Metal Mesh H Basket & Quick Release Brack,"KSh 4,979",,
1268,Generic Bike Chain Breaker H Splitter + Chain Wear Indicator +16in1,"KSh 2,719",,
1269,Generic Fitness Elastic Belt H Resistance Bands Strength Training Ex,"KSh 1,449",,
1270,Generic Sports And Outdoors H Hand Sprinkle Metal Release Aids 3 Fin,"KSh 6,199",,
1271,Generic 150D 120g Polyester H Oxford Fabric PET Fibre Net Netting Hu,"KSh 17,429",,
1272,Generic 10Pcs Paillette Spoon H Bait Treble  Hook Spinner Gol,"KSh 1,249",,
1273,Generic 250Pcs Floor Tile H Level System Red Seam Spacer Clip Leveli,"KSh 8,289",,
1274,Generic PVC0.1mm M-3XL Fitness H Loss Weight Sauna Suit Exercise Sil,"KSh 2,439",,
1275,Generic 10pcs 6800 ZZ H 10x19x5 Metric Thin Section Bearings 61800Z,"KSh 1,099",,
1276,Generic 31L Classic Waterproof H Double Bicycle Pannier Bag Cycle Bi,"KSh 7,759",,
1277,Generic Household Large Twist H Plate Fitness Thin Waist Weight Loss,"KSh 4,239",,
1278,Generic 150 Micron Stainless H Steel 100 Mesh 316 Oil Filter Filtrat,"KSh 9,199",,
1279,Generic Unisex Women Tube H Scarf Bandana Headwear Cycling Gaiter Sn,"KSh 1,019",,
1280,Generic 11 Solid Wood Hooks Pendant Pen Holder Pen With Chinese Calligraphy,"KSh 2,682",,
1281,Generic 15g Shiny Plastic Maple Leaves Confetti Wedding Party Gold & Red,KSh 198,,
1282,Generic Wall Switch Cover Sticker 3D Lighting Socket Decal Wall Crown,KSh 436,,
1283,Generic Mens Skull Head  Cup Shaving Lather Bowl For Male Heavy Style 01,"KSh 1,526",,
1284,Generic Waterproof Survival Thermal Emergency Sleeping Bag Outdoor Green,KSh 750,,
1285,Generic 15g Gold & Red Shiny Plastic Maple Leaf Shaped Party Gold & Red,KSh 221,,
1286,Generic Motorcycle Gas Fuel Petrol Tank Cap For 43CC 47CC Mini Quad Dirt Bike,KSh 240,,
1287,Generic 4X Universal Car Truck Mini  Fuses 28V 25A+7.5A Manual Circuit,"KSh 1,591",,
1288,Generic Kids Silk Pirate  Eyeshade For Amblyopia Lazy Eye Light Pink,KSh 411,,
1289,Generic 3D Printing Ready Made Curtains Eyelet   Top Window Sunshine Sunflower,"KSh 2,572",,
1290,Generic LED Voice Control Desk Lamp 8 Modes Bedside Table Light Eye-Caring,"KSh 5,644",,
1291,Generic 2Pcs 1/6 Scale Fashion Round Sunglasses For 12inches Action Figures,"KSh 1,302",,
1292,Generic Adjustable Portable Desktop Phone Stand Desk Holder ForPhone Tablet,KSh 835,,
1293,Generic Simulated Naughty Cat Pet Plush Stuffed Model Action Figure Yellow,"KSh 1,498",,
1294,Generic Gold Silver Foil Gilding Painting Crafts Resin Art Decor  Gold 2pcs,KSh 476,,
1295,Generic 50x Vintage Scenic Tower Stamps Wood Buttons Embellishment Decoration,KSh 383,,
1296,Generic Bandana Universal Funny Western Caps Ornament Pet Cowboy Navy Blue S,KSh 576,,
1297,Generic Traditional Chinese Checkers Set Wooden Board For Fun Acrylic Marble,"KSh 5,432",,
1298,Generic Gym Pull Up Ball Grips Power Force Muscle Training Barbells Hand Grip,"KSh 2,786",,
1299,Generic Lock Cylinder Tumbler Assembly For Toyota Corolla Pickup,"KSh 1,965",,
1300,Generic Gold Silver Foil Resin Art Decor Gilding Painting Crafts For Gold 2pcs,KSh 432,,
1301,Generic Set Of 6 Pcs Snooker Billiard Pool  Brass Hook To Hold Bridge Stick,"KSh 2,810",,
1302,Generic 50x Vintage Scenic Tower Stamps Wood Buttons Embellishment Decoration,KSh 361,,
1303,Generic 5Pcs Pants Waist Extenders With Metal Hook For Pants Jeans And Buttons,KSh 412,,
1304,Generic Seahorse Wall Decor For Home Living Room Garden Fence Yard Red,KSh 929,,
1305,Generic 1mm 150D 200M Coloful Flat Sewing Waxed  Thread Leathercraft Shoes,KSh 757,,
1306,Generic New Pond Fun RC Boat 20KM/H Racing Boats Yacht Water Speedboat Blue,"KSh 3,043",,
1307,Generic Lot 3Pcs Mini Toilet Papers Tissues 1/12 DollHouse Miniature Bathroom,KSh 246,,
1308,Generic Multifunctional Spirograph Geometric Ruler Children Students Drawing Tool,"KSh 1,100",,
1309,Generic Desk Storage Tray For Organizing Drawers Pantry,"KSh 4,349 - KSh 5,651",,
1310,Generic 8Pcs Brass Snooker Table Side Rail Rest Hook Billiard Bridge Stick,"KSh 3,708",,
1311,Generic 100pcs Stud Earring Blanks Cabochon Blank Bezel Setting Black 12mm,KSh 761,,
1312,Generic 1mm 150D 200M Coloful Flat Sewing Waxed  Thread Leathercraft Shoes,KSh 802,,
1313,Generic RGB LED Pool Light Bulb Replacement W/ Remote For Swimming 12V 45W,"KSh 6,168",,
1314,Generic Simulated Naughty Cat Pet Plush Stuffed Model Action Figure Yellow,"KSh 1,574",,
1315,Generic Bottle  Long  Ball Tube 18mm Blue,KSh 487,,
1316,Generic 50x Vintage Scenic Tower Stamps Wood Buttons Embellishment Decoration,KSh 361,,
1317,Generic 1 Pair Small Animals Ceramic Bowl Hamster Rabbit Feeding Pink_Heart,"KSh 1,231",,
1318,Generic 2X Chef Working Pants Restaurant Elastic Comfy Cook Work Trousers XL,"KSh 8,579",,
1319,Generic Facial Spa Headband For Washing Bath Yoga  Shower Hair Black,KSh 266,,
1320,Canon PIXMA G3411-Wirelessly,"KSh 35,300",,
1321,Logitech C920 HD Pro Webcam,"KSh 11,000",3.8,5
1322,Generic HDMI Splitter Cable 3 Port  Switch Switcher,KSh 849,5 o,
1323,HP REFURBISHED SPECTRE X2 PRO DETACHABLE *TOUCH SCREEN* CORE I5 4GB 256SSD WINDOWS 11,"KSh 28,000",,
1324,Generic Black Antelope Keyboard Brand TJ-818,KSh 599,,
1325,Generic Plastic Body Stylus Touch Screen Pen Passive For Tablet Mobile Black,KSh 158,,
1326,Generic Portable LED Camping Lantern With Tent Fan 2 Mode Flashlight Battery Powered USB Rechargeable Emergency Equipment 72A,"KSh 4,025",,
1327,Generic Mini USB Flash Drive Disk 1MB 128MB 256MB 2G 4G 8G,KSh 171,,
1328,Tender Router F3 300mbps WiFi With 3 Antenna,"KSh 2,400",,
1329,Generic USB 3.0 External 3.5 Inch SATA Hard Drive Enclosure Tool-free HDD Case HD625 Black,"KSh 3,542",,
1330,Generic Laptop Flower Power Cable UK 3 Pin Plug,KSh 220,,
1331,Generic Cross 4 in 1 128GB 8 Pin + Mirco USB + USB-C / Type-C + USB 3.0 Metal Flash Disk(Silver),"KSh 4,699",,
1332,Generic 1 PC To 2 Way VGA SVGA Monitor Dual Video Graphic LCD TFT Y Splitter Cable Lead-White,KSh 519,4 o,
1333,Bullguard Internet Security (3+1 Free),"KSh 1,250",4.2,5
1334,Generic 4G LTE USB Modem Dongle Mobile Broadband Unlocked 150Mbps Stick For,"KSh 1,982",,
1335,Generic Replacement Stylus For 8.5 Inch And 10.5  Writing  Message Boards,KSh 87,1 o,
1336,Generic Naruto Shippuden Leaf Village Headband Konoha Ninja Cosplay Head Band,KSh 238,,
1337,HP Flashdisk 32GB - Silver,KSh 699,,
1338,Sandisk 512GB Ultra MicroSDXC UHS-I Memory Card,"KSh 10,300",,
1339,Generic Digital Multimeter AC/DC Volt Amp Ohms HFE Tester,KSh 799,4 o,
1340,HP REFURBISHED SPECTRE X2 PRO DETACHABLE *TOUCH SCREEN* 4GB 256SSD WINDOWS11,"KSh 28,000",,
1341,Generic SSK SCRS064 Micro-SD Card Reader High Speed USB2.0 Mini Smart USB Card Reader,KSh 90,,
1342,Generic Laptop Adapter Charger For Probook 4431s Plus Free Power Cord For HP,"KSh 1,480",5 o,
1343,HP LaserJet Pro M428fdn Laser Printer,"KSh 69,000",,
1344,"HP Laser Toner Cartridge CF 383A (312A) MAGENTA,Use for  Color LaserJet Pro  MFP M 476 Printer Series","KSh 2,500",,
1345,Generic 4G LTE POCKET WI-FI,"KSh 5,500",2 o,
1346,VEIKK Drawing Glove Two-finger Drawing Glove Lightweight,KSh 301,,
1347,HP REFURBISHED ELITEBOOK 8460P CORE I5 8GB 500 HDD 14'' WINDOWS 10,"KSh 20,999",,
1348,Generic 61 Key Digital Music Electronic Keyboard Key Board Electric Piano For,"KSh 3,197",4 o,
1349,Coosybo 2pack Laptop Silicone Dust Plug USB HDMI VGA SD Port Notebook,KSh 429,5 o,
1350,"Coosybo 2pack 11"" 13"" Air Dust Plug, USB Port Anti Dust Set For 12 MacBook 13.3 15"" Pro Retina Touchbar",KSh 429,3.5,2
1351,Generic Sound Mixer Live Broadcast Equipment For Kol Podcast Protable For PC,"KSh 3,704",,
1352,Generic Portable  Handheld Fan Rechargeable Desktop,"KSh 1,399",,
1353,Generic Portable Tablets PC Protective Case Kids Friendly Shockproof Stand Cover Cases,KSh 911,,
1354,"HP 250 G8 - 15.6"" - Intel Celeron - 500 GB HDD - 4GB RAM - DOS","KSh 42,000",,
1355,Generic Artist Digital Drawing Glove Right And Left Hand For Paper XS,KSh 233,2 o,
1356,Generic USB 3.0 PCI-E Express 1x To 16x Extender Riser Card Adapter 4PIN Power Cable,"KSh 1,022",3 o,
1357,Generic Laptop Battery For HP HSTNN-LB5S,"KSh 3,998",,
1358,Advance 64GB Advance Flash Disk Drive,"KSh 1,290",,
1359,Generic Wireless Outdoor CPE Bridge 900Mbps 5.8G US Plug,"KSh 9,816",,
1360,Generic Dental Denture Temporary Restoration Solid Glue Tooth-,KSh 72,,
1361,Generic Back Cover Infinix Hot 11 Play,KSh 550,,
1362,Generic 1 Pair Shoes Shade Trees Shoe Stretcher Shaper Tree For Men,KSh 556,,
1363,Generic Halloween Kids Hooded Witch Wizard Vampire Cloak Cosplay-,KSh 762,,
1364,Generic Pink 11pcs Kid Toys Play Kitchen Utensils Cooking Pots Food Dishes,"KSh 2,616",,
1365,Generic 2m USB MIDI Cable Converter Music Editing Keyboard Adapter-,KSh 523,3 o,
1366,Nilkin Flip Case Cover  For Samsung S22 Plus / S22+,"KSh 2,999",,
1367,Fashion Women Love Heart Purple Rhinestone Silver Plated Ear Studs-,KSh 222,,
1368,Generic Fashion Faux Fur Throw Pillow Case,KSh 499,,
1369,Generic Leather Welding Gloves,KSh 500 - KSh 650,5 o,
1370,Generic Plastic Corset Boning Underwires Bra Strip Bone Craft Wedding Dress,"KSh 4,013",,
1371,Generic LCD Screen And Digitizer Fullembly With Frame For Asus Zenfone 2 / ZE551ML / Z00AD /  Z00ADB / Z00ADA (Black),"KSh 2,639",,
1372,Generic COVER FOR TECNO SPARK 5 Air + FREE GIFT,KSh 450,,
1373,Generic 6 Colors DIY 3D Glitter Round Flat Rhinestone Luminous-05#,KSh 109,,
1374,"Generic 8GB Memory Stick Pro Duo HX Memory Card - 30MB / Second High Speed, For Use With PlayStation Portable (100% Real Capacity)","KSh 1,839",5 o,
1375,Generic For Nazgul 4030 Prop 4Inch 2-Bladed Propeller -Transparent,KSh 263,,
1376,"Generic Car Jack 3 In 1 - Electric Car Jack, Air Compressor & Wrench-5Ton","KSh 13,000",,
1377,Generic Magnetic Wireless Bluetooth-compatible 4.2 In-Ear-Black,KSh 161,,
1378,Generic Black Women Salon Hairdressing Hair Cutting Apron For,KSh 551,,
1379,Generic 360 Cover Case For IPhone 7 Plus/ 8 Plus,KSh 999,,
1380,Macaron Premium V5.1 SuperBass Earbuds Pro-Blue,KSh 888,,
1381,Generic C28 Bluetooth Transmitter & Receiver Hands-free Car Kit,"KSh 1,179",,
1382,"Generic OVSEN H30 1.28 Inch Round Color Screen Smart Watch, IP68 Waterproof, Support Sleep Monitoring/Two-way Anti-lost Etc, Silicone Strap(Black)","KSh 3,239",,
1383,"Oraimo Strong Bass, HD Sound Earphone + Selfie Stick",KSh 450,,
1384,Fashion Cartoon Nurse Doctor Retractable Reel ID Badge Label Name-,KSh 99,,
1385,Generic SIM Card Tray +  SIM Card Tray / Micro SD Card For Huawei P30 Lite(Grey),KSh 299,,
1386,Generic 4pcs Sensitive Audio Pickup Mic Microphone For CCTV Security System Covert DVR Camera,"KSh 1,209",,
1387,Generic 5 Pin And 11 Pin Diy Mhl Micro Usb To Hdmi 1080p Hd Tv Av Cable Hdtv Adapter For Android Mobile Phone (Color: White),"KSh 1,536",,
1388,Neelux Wall Sensor Solar Lamps,KSh 795,,
1389,Fashion Women's Full Coverage Non-padded Posture Corrector Front Closure Wireless Back Support Plus Size Bra(#Beige02) SHA,"KSh 3,112",,
1390,Generic 3 Channel 2.4 Ghz Transmitter Receiver Radio Controller For RC Car,"KSh 3,229",,
1391,Geemy Professional Hair Clipper Shaving Machine Shaver,"KSh 1,199",4 o,1
1392,Generic 360 Degree Mitre Saw Protractor Angle Gauge Measuring,"KSh 2,694",,
1393,Generic DIY 5D Diamond Mr.Deer Embroidery Cross Crafts Stitch Kit Home Decor [Mr Deer 2 Somke] Mr Deer 2 Somke,"KSh 1,799",,
1394,Generic Mobile Phone Case Ultra Slim Cell Phone Cover Anti-Scratch Full Body Protective Cover For IPhone6/6S,KSh 539,,
1395,Fashion Batman Designer School Bag,"KSh 2,199",,
1396,Fashion Mens Flip C Flops Summer Wedge Sandals Cork Slippers Beach C,"KSh 2,459",,
1397,Generic Molecule Formulas Abstract Gaming Mouse Pad,KSh 379,,
1398,Generic Vivo Y30 3 In 1 Hard PC Case - Black/Red,KSh 599,,
1399,Generic Ergonomic Antiskid Metal Telescopic Stand For 4.7-13 Inch For IPad And Tablet,"KSh 2,098",,
1400,Generic 5 Pairs Earphone Tips 4.9mm Memory Foam Tips Ear Pads For,KSh 385,,
1401,Generic 50Pcs Eyelash Trays Plastic Empty  Beauty Clear High Round,KSh 724,,
1402,Generic Inflatable Baby Water Play Mat Tummy Time Cushion Pad A Blue,"KSh 1,369",4 o,
1403,Generic Women Thick Messy Curly Hair Bun Extension Scunchie Updo-,KSh 284,,
1404,Generic For Samsung Galaxy M51 Protective Case(Kingdee),KSh 499,,
1405,Generic New 40mm Heavy Duty Closed Shackle High Security Solid Steel Lock Padl,"KSh 3,350",,
1406,Generic 40mm Suitcase Locker L Toolbox Brass Padlock Long Shackle Ke,KSh 849,,
1407,Generic TPU Phone Case For Lenovo A1000,KSh 166,,
1408,Generic For Samsung Galaxy A12 5G TAOKKIM Skin Feel Calf Texture Horizontal Flip PU Leather Case With Holder & Card Slots & Photo Frame & Wallet(Black),KSh 599,,
1409,Generic 10M Chainsaw Brush Cutter Starter Rope Cord For Husqvarna,KSh 399,,
1410,Generic Skin Feel 360 Degrees Full Package PC + TPU Combination Phone Case For IPhone SE 2020 / 8 / 7(Purple),KSh 499,,
1411,Generic Men's Compression Pants Cool Dry Sports Workout Running Tight Leggings,"KSh 1,319",5 o,
1412,"Solarmax ⚡Solar Panel Fullkit-100w Solar Panel + 80AH Battery + 300w Inverter + 10 Amp Charge Controller + 4 Bulbs+dropper Wire,energy Saving ⚡","KSh 11,200",4 o,7
1413,Generic Laptop Charger Adapter - 18.5V 3.5A compaq NX6325 NC6320 NC6400 2133 Laptop Adapter Charger - For HP,"KSh 1,499",4.3,3
1414,Generic Magnetic Curtain Tieback Rope Buckle Faux Pearl Holder Strap Home Decoration-Grey,KSh 110,,
1415,Generic 25dBi ANTENNA YAGI 4G LTE SMA PLUG 2600~2700 MHz 4.9ft Cable,"KSh 2,486",,
1416,Generic VGA To S-Video 3 RCA Composite AV TV Out Adapter Converter-,KSh 223,,
1417,Generic 3PCS Fitness Loss E Weight Sweat Suit Sauna Suit Exercise Gy,"KSh 9,989",,
1418,Generic Vivo Y21S Case Soft Roar Lion Phone Back Cover,KSh 380,,
1419,Generic Pet Dog Invisible Wireless Fence System Pets Indoor 2 In1 Ultrasonic Insect Repeller Collars Dogs Electric Training Supplies,"KSh 8,178",,
1420,Generic RC Excavator Remote Control Excavator Construction Toys Vehicle Model,"KSh 2,529 - KSh 2,791",,
1421,Generic 3D Acrylic Modern Mirror Decal Art Mural Wall Sticker Removable DIY Home Decor-Red,KSh 81,,
1422,Generic Creative Wooden Villa Saving Money Coin Storage Box Piggy Bank W,"KSh 1,034",,
1423,Harman Onyx Studio 7 BAG,"KSh 3,900",,
1424,Generic Pro Butt-lift Shaping Patch Set  Buttock Lifting For 4pcs,KSh 429,,
1425,Solarpex 300W Solar Panel,"KSh 9,999",,
1426,Mikasa Indoor Match Ball For Volleyball  Size:4,"KSh 6,200",,
1427,Generic For Google Pixel 6 Pro Leather Case(Maroon),KSh 699,,
1428,Generic Baby Float Swimming O Ring Kid Inflatable Swim Tube Trainer,"KSh 3,939",,
1429,Generic Women's Visor Hats Wide Brim Straw,"KSh 1,000",,
1430,I Paky Mobile Back Case For IPhone X,"KSh 1,500",,
1431,Generic Samsung Galaxy S21 Ultra 5G Case Soft Start Up Phone Back Cover,KSh 380,,
1432,Generic 2X 100x Bulk Blank Kraft Paper Tags Labels For Gift Paking Baking Food,KSh 514,,
1433,Generic TPU Soft Silicone Phone Case For Xiaomi Redmi S2,KSh 999,,
1434,Fashion Clavicle Chain Pendant Rhinestone Inlaid Attractive Alloy-,KSh 59,,
1435,Generic USB Watch Fan Rechargeable Folding Third Gear Electric Mini,KSh 792,,
1436,Generic 50x Nylon Eyelash  Wands Applicators Eyebrow Shaping Grooming,KSh 379,,
1437,Skmei Business Quartz Men Leather Strap Watches,"KSh 1,199",,
1438,Generic Redmi Note 10 Pro Case Soft Elephant Phone Back Cover,KSh 380,,
1439,"Generic 1:6 Mens Outfits Light Gray Sweater Jeans Shoes Set For 12"" Action","KSh 3,411",,
1440,Generic Laptop Charger For Toshiba M35X-SP181,"KSh 2,099",,
1441,Generic Laptop Charger For Toshiba M35X-SP171,"KSh 2,099",,
1442,Generic 3 In 1 Bumper Trigger Bullet Button Replacement Set For Sony PS4,"KSh 14,985",,
1443,Generic Laptop Charger For Toshiba A100-233,"KSh 2,099",,
1444,Generic Laptop Charger For Toshiba L300-1DI,"KSh 2,099",,
1445,Generic Laptop Charger For Toshiba M65-S9092,"KSh 2,099",,
1446,Generic Wine Bottle Opener Silver Stainless Steel,"KSh 1,998",,
1447,Generic Laptop Charger For Toshiba M60-164,"KSh 2,099",,
1448,Fashion Mama Tshirt,"KSh 1,200",,
1449,Generic 75W Replacement Laptop AC Power Adapter Charger Supply for Toshiba A100-ST2311 /19V 3.95A (5.5mm*2.5mm),"KSh 5,999",,
1450,Generic Laptop Charger For Toshiba M35X-SP311,"KSh 2,099",,
1451,Fashion 2020 New Women Fashion Quartz Watch 8042,KSh 699,,
1452,Generic 12Pcs Keyrings 28mm Flat Split Rings Jump Rings Connectors Craft,"KSh 15,096",,
1453,Fashion Tights/ Leggings for women,"KSh 1,500",,
1454,Fashion Quality Sneakers,"KSh 3,100",,
1455,Generic 4 Styles Electric Carbide Nail Drill Bit  Grinding Polishing,"KSh 33,300",,
1456,Generic 5Pcs Surgical  Cap With Side Buttons Bouffant Cap Sweatband,"KSh 34,410",,
1457,Generic Laptop Charger For Toshiba Notebooks:GatewayS-7200,"KSh 2,099",,
1458,Generic Ring Shockproof Cover For OnePlus 7- Blue,"KSh 1,200",,
1459,Generic Laptop Charger For Toshiba M55-S139X,"KSh 2,099",,
1460,Generic Laptop Charger For Toshiba L40-17F,"KSh 2,099",,
1461,Generic Laptop Charger For Toshiba L300D-10Q,"KSh 2,099",,
1462,Generic Washing Machine Toilet Basin Pretend Toy Dollhouse Miniature For Doll,"KSh 19,980",,
1463,Generic Kitchen Mustard Ketchup Food Pretend Reusable Role Play Cooking,"KSh 23,421",,
1464,Generic Laptop Charger For Toshiba L40-15E,"KSh 2,099",,
1465,Generic Laptop Charger For Toshiba M60-132,"KSh 2,099",,
1466,Generic Laptop Charger For Toshiba A100-LE6,"KSh 2,099",,
1467,Generic Cartoon Badges Set,KSh 800,,
1468,Generic CZ S-4877 CV Black Ink,"KSh 3,000",,
1469,Generic Laptop Charger For Toshiba A85-SP107,"KSh 2,099",,
1470,Generic Laptop Charger For Toshiba M60-135,"KSh 2,099",,
1471,Generic Laptop Charger For Toshiba M30X-S1592,"KSh 2,099",,
1472,Generic Laptop Charger For Toshiba M30X-S171,"KSh 2,099",,
1473,Generic 5x 40-teeth Stainless Extruder Drive Gear For 3D Printer 1.75mm,"KSh 19,980",,
1474,Generic Fashion Summer Fun Children Water Inflatable Dolphin Toy Play Party,"KSh 28,305",,
1475,Generic Cover For Samsung NOTE 10 Pro- Blue,"KSh 1,200",,
1476,Nova Rechargeable Hair Shaver (Nova)- Multi Colour & Design,KSh 900,,
1477,Generic 2 Pairs Metal Round Purse Bag Handle For Clutch Shoulder Crossbody Bag,"KSh 32,967",,
1478,Generic Adjustable Pressurized Sports Wristband Wrist Support Brace Elastic,"KSh 14,097",,
1479,Generic Laptop Charger For Toshiba S7200,"KSh 2,099",,
1480,Generic 18650 RECHARGEABLE BATTERY 3.7V 7800mAh,KSh 639,4.1,20
1481,"Sayona TOP BASS HOME THEATRE SYSTEM-15000W,FM/USB-3.1CH","KSh 12,899",,
1482,Generic Black Car Phone Holder 360Angel Mobile Sucker Type,KSh 510,4.5,8
1483,"CTC 26"" Inches,HD LED Digital TV,AC/DC+32GB FLASH DISK,INBUILT DECODER","KSh 10,175",3.8,5
1484,"Infinix HOT 10i, 6.52'', 2GB/32GB-(DualSim)-13MP Camera, 6000mAh-Black+FREE AUTO GIFTS","KSh 13,399",3.5,6
1485,"Tecno Spark 8C 6.6"" 64GB+2GB RAM _Dual Sim_  Black + Smart Watch + Earbuds","KSh 13,999",,
1486,Generic European And American Fashion Inner Arc Double Bevel Pattern Couple Ring Blue,KSh 69,,
1487,Generic Wireless Amplifier Microphone / Lavalier Microphone,"KSh 1,049",4 o,
1488,Wireless Music Wireless Bass & Stereo Ear-bud Earphone Headset I7,KSh 730,4 o,
1489,Dafii Maternity Pants/ Pads-Disposable Pads,KSh 630 - KSh 770,,
1490,Fashion KAZURI Ladies Sandals/Leather Maasai Sandals/Gift,"KSh 1,800",4.7,10
1491,Farmate Knapsack Sprayer 20L,"KSh 3,499",5 o,
1492,Megir Brand Watch Fashion Sports Men Watches Male 2028,"KSh 1,980",4.3,32
1493,Yazole Watch Sports Men Watches Male YZL418,KSh 730,,
1494,Kgtel K2160 Wireless Fm Support- Dual Sim - Black KABAMBE.,"KSh 1,130",4.8,6
1495,"XIAOMI Redmi Note 11 Pro, [8GB RAM + 128GB], 5000mAh - Gray + 6 Free Gifts","KSh 34,758",5 o,
1496,Fashion All Occasions Ladies Skirt Suit,"KSh 3,592",3.7,7
1497,Generic USB 2.0 Game Pad Controller Joypad Joystick For PC,KSh 499,4 o,0
1498,"Generic Universal Smart TV, Android Box Wireless Keyboard/Remote keypad with Mouse Touchpad - Black","KSh 1,297",4.4,94
1499,Lenovo HE05 NECKBAND WATERPROOF HEADPHONES MAGNETIC BLACK,"KSh 1,499",4.8,11
1500,Logitech WIRELESS MOUSE M185,"KSh 1,699",4.8,17
1501,Sayona Super BASS SOUND SubWoofer System-FM/BT-USB-12000W,"KSh 11,555",,
1502,Oraimo Type C Cable 2M Long,KSh 399,,
1503,"TAGWOOD LTs 10A Speaker, Bluetooth-rechargeable Battery","KSh 14,000",3.3,6
1504,Generic NE5532 OP-AMP HIFI Amplifier Volume Tone EQ,KSh 800,,
1505,"Generic Smart Car Bluetooth Charger-""FM""mp3"" Player-Call",KSh 760,5 o,
1506,"Uno Cards Game, Family Fun Game, 108 Cards",KSh 600,,
1507,Mxq Pro Smart - 4K - 5G - Android 10 TV Box - MXQ,"KSh 2,999",3.8,5
1508,Fashion Pitsa Bag - Brown,KSh 900,4.7,7
1509,Fashion 5 Pack Mens Khaki Pants - free pair of socks,"KSh 6,450",4.3,6
1510,Kaspersky Antivirus 1+1 User,"KSh 1,530",,
1511,Logitech Stereo Headset H111 - Black,"KSh 1,730",4.5,11
1512,"Infinix HOT 10i, 6.52'', 2GB RAM +32GB, DualSim, 13MP, 6000mAh Battery- Green+FREE GIFTS","KSh 12,499",4.5,2
1513,Generic Sensitive Capacitive Phone Touch Screen Stylus Pen-Silver,KSh 42,3 o,
